subject,module,code,name,link
ENVE,Environmental Engineering (ENVE),ENVE121,Computational Methods,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/Hk40hVmFh?bc=true&bcCurrent=ENVE121%20-%20Computational%20Methods&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE123,Electrical Circuits and Instrumentation,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/B1WoU6E7Fn?bc=true&bcCurrent=ENVE123%20-%20Electrical%20Circuits%20and%20Instrumentation&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE153,Earth Engineering,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HysCnN7K2?bc=true&bcCurrent=ENVE153%20-%20Earth%20Engineering&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE175,Introduction to Environmental Chemistry,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SkEa3bf6A?bc=true&bcCurrent=ENVE175%20-%20Introduction%20to%20Environmental%20Chemistry&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE176,Microbial Biology for Environmental Engineers,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/H1M7RbM60?bc=true&bcCurrent=ENVE176%20-%20Microbial%20Biology%20for%20Environmental%20Engineers&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE200,Sustainability Analysis and Solutions,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/Syo-yzGaA?bc=true&bcCurrent=ENVE200%20-%20Sustainability%20Analysis%20and%20Solutions&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE223,Differential Equations and Balance Laws,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/B1Oc34mK3?bc=true&bcCurrent=ENVE223%20-%20Differential%20Equations%20and%20Balance%20Laws&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE224,Probability and Statistics,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/S1Dq3NmF2?bc=true&bcCurrent=ENVE224%20-%20Probability%20and%20Statistics&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE225,Environmental Modelling,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/Bklyx9EmK3?bc=true&bcCurrent=ENVE225%20-%20Environmental%20Modelling&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE275,Aquatic Chemistry,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SyMP0d4Xt3?bc=true&bcCurrent=ENVE275%20-%20Aquatic%20Chemistry&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE277,Air Quality Engineering,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/r1ylqNXYn?bc=true&bcCurrent=ENVE277%20-%20Air%20Quality%20Engineering&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE279,Energy and the Environment,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rkr1xqVQth?bc=true&bcCurrent=ENVE279%20-%20Energy%20and%20the%20Environment&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE280,Fluid Mechanics,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rJl8NpNmtn?bc=true&bcCurrent=ENVE280%20-%20Fluid%20Mechanics&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE298,Seminar,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/Sk-DWKEQY2?bc=true&bcCurrent=ENVE298%20-%20Seminar&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE299,Seminar,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/H1VPZFV7Y3?bc=true&bcCurrent=ENVE299%20-%20Seminar&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE330,Lab Analysis and Field Sampling Techniques,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/H1uAON7K2?bc=true&bcCurrent=ENVE330%20-%20Lab%20Analysis%20and%20Field%20Sampling%20Techniques&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE335,Decision Making for Environmental Engineers,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HJ-JgqV7Fn?bc=true&bcCurrent=ENVE335%20-%20Decision%20Making%20for%20Environmental%20Engineers&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE375,Physico-Chemical Processes,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HJbuA_4Qtn?bc=true&bcCurrent=ENVE375%20-%20Physico-Chemical%20Processes&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE376,Biological Processes,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/r1fkl54mt3?bc=true&bcCurrent=ENVE376%20-%20Biological%20Processes&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE382,Hydrology and Open Channel Flow,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/BJUNaNmF2?bc=true&bcCurrent=ENVE382%20-%20Hydrology%20and%20Open%20Channel%20Flow&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE383,Hydrologic Modelling,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rJkgq4mKh?bc=true&bcCurrent=ENVE383%20-%20Hydrologic%20Modelling&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE391,Law and Ethics for Environmental and Geological Engineers,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rk_9h4Qth?bc=true&bcCurrent=ENVE391%20-%20Law%20and%20Ethics%20for%20Environmental%20and%20Geological%20Engineers&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE392,Economics and Life Cycle Cost Analysis,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/ryLNa47tn?bc=true&bcCurrent=ENVE392%20-%20Economics%20and%20Life%20Cycle%20Cost%20Analysis&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE398,Seminar,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HkwbYVQF3?bc=true&bcCurrent=ENVE398%20-%20Seminar&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE399,Seminar,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SymDZFEXY3?bc=true&bcCurrent=ENVE399%20-%20Seminar&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE400,Environmental Engineering Design Project 1,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/BJlDROEXtn?bc=true&bcCurrent=ENVE400%20-%20Environmental%20Engineering%20Design%20Project%201&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE401,Environmental Engineering Design Project 2,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SJxuRu4mKn?bc=true&bcCurrent=ENVE401%20-%20Environmental%20Engineering%20Design%20Project%202&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE481,Open Channel Hydraulics,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/B1vebzfTR?bc=true&bcCurrent=ENVE481%20-%20Open%20Channel%20Hydraulics%E2%80%8B&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE495,Design Intensive Special Topics in Environmental Engineering,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/r1lVfqEQF2?bc=true&bcCurrent=ENVE495%20-%20Design%20Intensive%20Special%20Topics%20in%20Environmental%20Engineering&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE497,Special Topics in Environmental Engineering,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/H1MWGqNXY2?bc=true&bcCurrent=ENVE497%20-%20Special%20Topics%20in%20Environmental%20Engineering&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE498,Seminar,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SyLWtVQt3?bc=true&bcCurrent=ENVE498%20-%20Seminar&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE499,Seminar,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/ryLDZY4mth?bc=true&bcCurrent=ENVE499%20-%20Seminar&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE573,Contaminant Transport,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/S1ZdAOEXF2?bc=true&bcCurrent=ENVE573%20-%20Contaminant%20Transport&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE577,Engineering for Solid Waste Management,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HyfOC_4mY2?bc=true&bcCurrent=ENVE577%20-%20Engineering%20for%20Solid%20Waste%20Management&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE583,Design of Urban Water Systems,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HJ3Y24QY2?bc=true&bcCurrent=ENVE583%20-%20Design%20of%20Urban%20Water%20Systems&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
ENVE,Environmental Engineering (ENVE),ENVE585,Air Quality Engineering and Impacts,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/BkudDhxpA?bc=true&bcCurrent=ENVE585%20-%20Air%20Quality%20Engineering%20and%20Impacts&bcGroup=Environmental%20Engineering%20(ENVE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE100,Studio Fundamentals,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/BJXtKK4mKh?bc=true&bcCurrent=FINE100%20-%20Studio%20Fundamentals&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE120,Italian Cinema,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SkQr9yWUp?bc=true&bcCurrent=FINE120%20-%20Italian%20Cinema&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE130,Introduction to Digital Imaging,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/ryePcF47Y2?bc=true&bcCurrent=FINE130%20-%20Introduction%20to%20Digital%20Imaging&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE150,Appreciation and Expression,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SytIYEmYn?bc=true&bcCurrent=FINE150%20-%20Appreciation%20and%20Expression&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE201,Special Topics in Studio for Non-Fine Arts Majors,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SJ7Tf54Qt3?bc=true&bcCurrent=FINE201%20-%20Special%20Topics%20in%20Studio%20for%20Non-Fine%20Arts%20Majors&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE202,Painting,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/H1eFKt4QKn?bc=true&bcCurrent=FINE202%20-%20Painting&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE204,Topics in Studio Practice,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/BJYtFVmY3?bc=true&bcCurrent=FINE204%20-%20Topics%20in%20Studio%20Practice&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE210,Art: 1780-1875,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/H1goAu47Yn?bc=true&bcCurrent=FINE210%20-%20Art%3A%201780-1875&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE212,Renaissance Art: 1300-1500,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rkbj0_VXKn?bc=true&bcCurrent=FINE212%20-%20Renaissance%20Art%3A%201300-1500&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE213,Art of the 16th Century in Europe,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/BJo0_VQY3?bc=true&bcCurrent=FINE213%20-%20Art%20of%20the%2016th%20Century%20in%20Europe&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE214,Visual Culture of Medieval Europe,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/Hy7jCuE7F3?bc=true&bcCurrent=FINE214%20-%20Visual%20Culture%20of%20Medieval%20Europe&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE215,Art of the 17th Century in Europe,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HkiR_NmYn?bc=true&bcCurrent=FINE215%20-%20Art%20of%20the%2017th%20Century%20in%20Europe&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE217,Art of the 18th Century in Europe,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rJiAd4mFn?bc=true&bcCurrent=FINE217%20-%20Art%20of%20the%2018th%20Century%20in%20Europe&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE220,Oil Painting,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/S1jAdV7Kh?bc=true&bcCurrent=FINE220%20-%20Oil%20Painting&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE221,Acrylic and Mixed Media,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rk20uNXt2?bc=true&bcCurrent=FINE221%20-%20Acrylic%20and%20Mixed%20Media&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE222,Principles of Sculpture,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/S1xsRuNXKn?bc=true&bcCurrent=FINE222%20-%20Principles%20of%20Sculpture&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE223,Methods and Materials of Sculpture,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SJl3Au4Qt2?bc=true&bcCurrent=FINE223%20-%20Methods%20and%20Materials%20of%20Sculpture&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE224,Expressive Drawing,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HkgoAON7K2?bc=true&bcCurrent=FINE224%20-%20Expressive%20Drawing&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE225,Observational Drawing,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/BJeiA_E7t2?bc=true&bcCurrent=FINE225%20-%20Observational%20Drawing&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE226,Experimental Drawing,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rymFFtN7t3?bc=true&bcCurrent=FINE226%20-%20Experimental%20Drawing&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE227,Photography,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HJ3CdNQFh?bc=true&bcCurrent=FINE227%20-%20Photography&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE228,Design and Imaging,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/ryeiRdNmY2?bc=true&bcCurrent=FINE228%20-%20Design%20and%20Imaging&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE230,Printmaking,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/ryEoAONXF2?bc=true&bcCurrent=FINE230%20-%20Printmaking&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE231,Mixed Multiples,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SyWKKKEXK3?bc=true&bcCurrent=FINE231%20-%20Mixed%20Multiples&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE232,Video and Sound,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HyettYE7t2?bc=true&bcCurrent=FINE232%20-%20Video%20and%20Sound&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE243,Topics in Fine Arts Experiential Learning,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/H1eqKKEmt3?bc=true&bcCurrent=FINE243%20-%20Topics%20in%20Fine%20Arts%20Experiential%20Learning&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE246,Expanded Media: Site and Intervention,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HygTGcE7K3?bc=true&bcCurrent=FINE246%20-%20Expanded%20Media%3A%20Site%20and%20Intervention&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE247,Expanded Media: Interaction,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SkCGqNmtn?bc=true&bcCurrent=FINE247%20-%20Expanded%20Media%3A%20Interaction&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE253,Special Topics in Religion and Film,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HyY5hN7t2?bc=true&bcCurrent=FINE253%20-%20Special%20Topics%20in%20Religion%20and%20Film&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE258,Aspects of the Cinemas of the Americas,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/B1WBl5NXF3?bc=true&bcCurrent=FINE258%20-%20Aspects%20of%20the%20Cinemas%20of%20the%20Americas&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE259,Aspects of European Cinema,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HkQrlqNmY3?bc=true&bcCurrent=FINE259%20-%20Aspects%20of%20European%20Cinema&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE260,Italian Cinema and the Novel,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HyO32JZLp?bc=true&bcCurrent=FINE260%20-%20Italian%20Cinema%20and%20the%20Novel&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE261,Italian Innovators: Italy by Design,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/S1pkanXB6?bc=true&bcCurrent=FINE261%20-%20Italian%20Innovators%3A%20Italy%20by%20Design&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE271,Ceramics: Studies in Material Practice,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SkZiFV7th?bc=true&bcCurrent=FINE271%20-%20Ceramics%3A%20Studies%20in%20Material%20Practice&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE272,Clay Studies,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/By-oROE7t2?bc=true&bcCurrent=FINE272%20-%20Clay%20Studies&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE291,Italian Culture and Civilization 1,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/Hyjhtb9Oa?bc=true&bcCurrent=FINE291%20-%20Italian%20Culture%20and%20Civilization%201&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE302,Analysis and Research,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rJMtFFN7Fh?bc=true&bcCurrent=FINE302%20-%20Analysis%20and%20Research&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE304,Topics in Studio Practice,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/H1bKYtNmt3?bc=true&bcCurrent=FINE304%20-%20Topics%20in%20Studio%20Practice&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE309,Advanced Topics in Two-Dimensional Media,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/S1-TM9V7F2?bc=true&bcCurrent=FINE309%20-%20Advanced%20Topics%20in%20Two-Dimensional%20Media&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE312,Advanced Topics in Three-Dimensional Media,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HkxTfc4mFh?bc=true&bcCurrent=FINE312%20-%20Advanced%20Topics%20in%20Three-Dimensional%20Media&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE315,Advanced Topics in Expanded Media,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/H1-6f5VmKn?bc=true&bcCurrent=FINE315%20-%20Advanced%20Topics%20in%20Expanded%20Media&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE327,Open Studio,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rkGpz54QFn?bc=true&bcCurrent=FINE327%20-%20Open%20Studio&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE332,History of Art Academies,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/BJliAdEmYn?bc=true&bcCurrent=FINE332%20-%20History%20of%20Art%20Academies&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE343,Topics in Fine Arts Experiential Learning,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/S17YFK4Xth?bc=true&bcCurrent=FINE343%20-%20Topics%20in%20Fine%20Arts%20Experiential%20Learning&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE344,Fine Arts Internship,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/ByWKFF4QFh?bc=true&bcCurrent=FINE344%20-%20Fine%20Arts%20Internship&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE359,Topics in German Film,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/BkACnV7Yh?bc=true&bcCurrent=FINE359%20-%20Topics%20in%20German%20Film&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE362,German Film Classics,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SJeZf6VXK2?bc=true&bcCurrent=FINE362%20-%20German%20Film%20Classics&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE363,German Filmmakers in Hollywood,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/BybzpNQYh?bc=true&bcCurrent=FINE363%20-%20German%20Filmmakers%20in%20Hollywood&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE364,German and Russian Film Pioneers,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HygzpEXK3?bc=true&bcCurrent=FINE364%20-%20German%20and%20Russian%20Film%20Pioneers&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE368,International Comics and Animation Film,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/Bk6YFEQFn?bc=true&bcCurrent=FINE368%20-%20International%20Comics%20and%20Animation%20Film&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE383,Computational Digital Art Studio,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/S1xcNaN7t3?bc=true&bcCurrent=FINE383%20-%20Computational%20Digital%20Art%20Studio&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE392,Technology Art Studio,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/By6A_Emt3?bc=true&bcCurrent=FINE392%20-%20Technology%20Art%20Studio&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE402,Directed Study,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/S1YYFEQFn?bc=true&bcCurrent=FINE402%20-%20Directed%20Study&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE404,Topics in Studio Practice,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rymtKKNQF2?bc=true&bcCurrent=FINE404%20-%20Topics%20in%20Studio%20Practice&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE407,Honours Concept and Research,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rk-gZqEXFn?bc=true&bcCurrent=FINE407%20-%20Honours%20Concept%20and%20Research&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
FINE,Fine Arts (FINE),FINE472,Fine Arts Honours Thesis 1,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rybiCd47Yn?bc=true&bcCurrent=FINE472%20-%20Fine%20Arts%20Honours%20Thesis%201&bcGroup=Fine%20Arts%20(FINE)&bcItemType=courses
